,Water_Runoff,Coastal,Landslide,Storm_Surface,Riverine,Precipitation,Evapotranspiration,Skin_Reservoir,Evaporation,Soil_Temperature,Radiative_Temperature,Soil_Water,LeafArea,Soil_Level,Latent_Heat,Soil_Level,Soil_Heat,Wind_Speed,Soil_Moisture,Surface_Pressure,Vapor_Pressure,Groundwater_Runoff,Sensible_Heat,Humidity,Dew,Density,Heatwave,Water_Deficit,Surface_Air,Temperature,Food,Battles,Explosions/Remote violence,Protests,Riots,Strategic developments,Violence against civilians,total_event_types,"fatalities, Battles","fatalities, Explosions/Remote violence","fatalities, Protests","fatalities, Riots","fatalities, Strategic developments","fatalities, Violence against civilians","total_fatalities, "
35,-8.979307,13.3337555,-29.09753,-1.5525268,6.621445,1.6785067,-11.64637,-6.5097256,-10.330137,-3.5751317,-0.41857052,2.9026608,2.407409,3.5980341,-15.236066,3.5980341,-4.6541853,-1.9224987,-11.199004,-3.207443,-2.063208,3.2931426,-4.6080794,-1.3449657,11.812339,-149.4287,23.753323,-5.10622,-2.1246212,0.6529959,2.02101e+21,0,1,0,0,2,0,3,0,2,0,0,0,0,2
36,-10.416337,15.66566,-25.337317,-6.6631804,10.19952,0.065971635,-9.117817,-10.674198,-9.745238,2.0809305,8.033448,2.3055987,-12.198899,4.7737107,-6.3757825,4.7737107,-3.315573,-2.090874,-2.452016,2.1396658,2.1735559,-4.7080398,-7.9126678,-1.052308,10.2997265,-142.29312,-2.100938,-5.1024218,7.5145235,4.8231606,-4.199669e+21,0,2,0,0,3,0,5,0,0,0,0,0,0,0
37,-1.0978036,5.6300554,106.1037,-4.2574916,-2.8526454,6.0568776,-10.512359,-3.614421,-2.858231,-11.340043,-6.9446497,3.8225195,3.3475547,-0.57467043,-8.264839,-0.57467043,-10.284818,-5.9257245,-9.840092,-5.533852,-5.5914025,3.3659163,-3.5210774,-0.32955277,9.168954,-144.40211,14.718003,-1.2890857,-10.617539,-8.832927,5.1813207e+20,15,2,11,3,2,10,43,6,0,0,0,0,12,18
38,-9.938783,13.076291,-28.803032,-6.6692767,6.57604,7.5747075,-10.784135,-3.599712,-10.053663,-3.7645001,-1.3970934,2.6293523,3.5047474,3.3134966,-10.469894,3.3134966,-8.397696,-3.283047,-12.119383,-4.226758,-2.364666,3.2028465,-4.8169336,-1.5616008,12.075909,-150.51653,10.463218,-6.3454156,-1.3396114,0.62046546,1.4185293e+38,0,0,0,2,0,0,2,0,0,0,0,0,0,0
39,-10.282325,10.435757,-25.316711,-10.579668,5.594522,7.5109,-8.317614,-11.4840765,-12.044767,-2.7206905,0.012678053,0.84221387,-3.2506077,-0.3427806,-7.782034,-0.3427806,-9.018644,-4.1963325,-10.943542,-0.16738695,-3.567336,2.8244624,1.5566034,-1.6101959,-2.0659335,-149.77463,4.3485017,-7.3144393,-0.5071401,-1.4336721,-7.880719e+36,0,1,2,0,0,1,4,0,1,0,0,0,1,2
40,-10.00386,12.768102,-28.803032,-11.002729,6.5023804,1.4461021,-12.563704,-1.8253437,1.4197519,-4.056643,-3.186867,2.0638728,-3.4452772,-1.694046,-13.429107,-1.694046,11.040634,-7.930712,-6.9263945,-3.0227737,-2.9090078,-10.108118,0.5085132,12.104093,5.1672835,-150.45535,-0.4311846,-6.2552233,-4.840106,-4.9903784,-7.880719e+36,1,0,0,1,0,1,3,0,0,0,0,0,0,0
41,-8.651111,5.5607667,-28.280775,-10.658131,-2.8660262,4.0590644,-7.367926,-12.375533,6.74605,-10.551106,-5.509375,-0.30832285,0.72661364,-6.31425,-8.703717,-6.31425,10.616642,-8.630994,-2.8259692,-7.597299,-4.0109797,-11.057058,-7.6561112,12.969296,5.5423083,-145.50043,11.953127,-7.7175465,-5.5765543,-5.873765,-7.880719e+36,3,0,17,3,0,0,23,3,0,0,0,0,0,3
42,-9.136701,12.6844845,-28.278769,-8.992162,6.4797072,7.632897,-12.488344,-1.6175218,-13.295477,-4.40615,-4.286595,2.1481216,-3.400207,-1.3894883,-13.187419,-1.3894883,-10.255934,-8.035227,-12.003374,-8.784972,-3.2348375,3.828783,-4.9492764,11.929603,4.9860015,-150.25993,-0.33706632,-6.6958885,-4.919862,-5.1399117,-7.880719e+36,3,4,5,1,1,1,15,2,0,0,4,0,1,7
43,-12.865677,13.503286,-28.277224,-12.310275,6.6468387,2.8415382,-5.9218926,-1.4416506,3.2926137,-4.498266,-2.0402157,2.1196566,4.2201447,-4.468288,-9.952682,-4.468288,11.642087,-1.3919903,-6.877131,-10.236881,-8.613622,-8.985807,-9.907414,10.844058,4.008477,-156.02812,19.564262,-5.108107,-4.1858478,-4.2348127,-7.880719e+36,20,29,0,0,8,1,58,14,27,0,0,0,1,42
44,-5.6374807,-7.5884414,-28.276138,-7.7796307,-10.301179,4.8225493,-7.734435,-11.252571,6.080238,-8.799364,-7.8573437,1.3284396,1.0543642,-1.6575551,-9.520717,-1.6575551,8.44534,-5.891752,-6.0430956,-6.901952,-4.635861,-8.537125,0.56147724,3.1096401,7.9539747,-142.95662,1.3445773,-9.086559,-9.039268,-7.19191,-7.880719e+36,3,0,15,7,0,0,25,1,0,0,0,0,0,1
45,-9.296986,10.582142,-28.753431,-12.431662,5.6462326,3.0740895,-5.98451,-1.958381,3.6178668,-6.985664,-2.6244042,2.7156382,-7.623991,-5.2887015,-8.743026,-5.2887015,12.204472,-1.4722761,-4.2525415,-10.156768,-7.520853,-7.784957,-9.9935255,11.512526,-10.903622,-138.726,6.926439,-6.9392657,-4.3835464,-4.389142,-7.880719e+36,0,0,4,0,0,1,5,0,0,0,0,0,0,0
46,-13.356884,9.57316,105.920425,3.8578432,4.1162095,2.4743612,-4.81176,-2.731956,4.930428,-5.816856,1.8972386,5.509649,-8.150512,-3.7467978,-10.892814,-3.7467978,-12.200607,-0.7148497,-12.724028,-10.611871,-8.855058,5.309355,-3.5190992,10.053407,3.13981,-149.49684,9.919721,-3.8649445,-3.7625735,-3.1913002,-7.880719e+36,3,1,1,0,1,2,8,2,0,0,0,0,1,3
47,-10.613381,-1.3022938,-25.108818,-6.821845,1.4600185,-0.17163439,-8.258964,-11.000532,6.515817,2.2819111,8.764936,4.7232094,-1.2254755,5.0903463,-6.210191,5.0903463,10.433357,-3.550135,-2.45314,5.9824944,5.1889114,-11.661042,-7.572879,-3.0652282,5.949761,-141.69664,-5.9416723,-8.4348955,7.0336094,4.982669,-7.880719e+36,0,1,0,0,2,1,4,0,3,0,0,0,1,4
48,-13.387962,8.65338,106.84792,1.1210895,3.8346853,2.3356788,-5.4428563,-2.568178,5.5715137,-6.1343126,1.4501148,1.330076,-8.273114,-4.3751745,-8.016854,-4.3751745,-11.2166605,-0.5965188,-10.976065,-10.847581,-8.799543,6.962453,-4.4255843,10.44836,3.412127,-149.79063,10.815922,-4.146263,-3.5009146,-3.500115,-7.880719e+36,18,70,113,90,120,54,465,16,9,40,103,0,23,191
49,-9.692548,13.496545,-28.767088,-6.2412086,6.645726,3.164148,-11.962753,-4.250379,-12.958472,-4.4883842,-4.0540113,2.5945175,-3.283429,-2.0419028,-12.970794,-2.0419028,-9.886335,-1.2921369,-11.737359,-9.2201,-6.660707,2.3182342,-4.980052,11.772609,4.8926187,-151.93355,-1.4649696,-6.9476156,-4.6859126,-5.052264,-7.880719e+36,0,2,0,0,0,0,2,0,0,0,0,0,0,0
50,-7.8360996,-8.275314,-28.761976,-11.830201,-10.301019,3.3312886,-5.9894357,-8.060165,4.3324246,-6.9583206,-3.2221706,1.8146609,1.4849511,-2.1878364,-13.395531,-2.1878364,11.441016,-0.20055602,-4.4529295,-9.654744,-8.712663,-7.784593,-8.331903,8.075892,4.24741,-162.94576,-0.5561507,-5.329656,-5.0354786,-4.97135,-7.880719e+36,0,2,0,0,1,1,4,0,1,0,0,0,0,1
51,-6.7299767,8.002923,106.45512,0.7263361,3.5910459,2.1482306,-4.9870405,-1.0534325,2.959309,-5.8670235,1.4567431,3.9317799,-7.537802,-4.097369,-11.100972,-4.097369,-11.906041,-0.6016747,-3.8016927,-10.465787,-9.11836,4.4367213,-3.9966102,10.526787,3.223215,-149.34872,13.167304,-4.142531,-3.7764263,-3.3970497,-7.880719e+36,0,1,2,0,0,1,4,0,0,0,0,0,0,0
52,-6.718269,1.4210033,105.83087,-3.471757,-4.016524,2.1211991,-6.973153,-0.8610619,3.9010262,-7.120707,-2.9361339,3.3637009,-7.838148,-3.8852289,-8.161896,-3.8852289,-5.714425,-0.46293357,9.832373,-10.935374,-9.472721,15.132618,-10.466059,10.783275,3.4811423,-151.70322,11.215247,-3.328885,-3.5076616,-4.014467,-7.880719e+36,14,26,31,5,19,9,104,7,12,0,2,0,6,27
53,-4.5892353,3.4459405,-23.907608,-8.052783,0.42542294,3.8280437,-4.541853,0.052231643,-10.059728,-2.6978981,-1.2868502,6.121107,4.8372955,3.794038,-12.281528,3.794038,3.8329418,-2.0983908,-7.313897,-0.73821187,-2.2039924,-12.154406,-1.6662127,7.955823,10.79605,-144.16707,3.941003,3.0574539,-7.6724076,0.13750143,-4.887502e+21,8,5,1,1,2,4,21,7,2,0,0,0,3,12
54,-7.234943,0.6255678,-29.575863,-6.5361648,2.1335437,3.0157807,-5.6079116,-2.366556,3.8605256,-6.4641337,-2.8959656,4.466391,0.59996635,-2.8774028,-12.94818,-2.8774028,-9.803469,-0.15429494,-11.621142,-9.791455,-8.98637,2.4112844,-4.700551,7.9701505,4.054109,-162.6596,17.701025,-4.999801,-4.689243,-4.192464,-7.880719e+36,1,0,0,0,1,0,2,2,0,0,0,0,0,2
55,-8.698454,9.801432,-29.580267,-12.349913,5.3783703,7.8189936,-12.506043,-1.5198116,-13.267623,-4.811209,-3.9339728,2.2328632,-3.6551013,-5.9945693,-13.097414,-5.9945693,11.175702,-8.844472,-6.2193804,-8.682023,-3.4943748,-8.207359,-9.500327,12.243446,5.0476875,-163.23431,-1.3534237,-6.620296,-5.095825,-5.1538396,-7.880719e+36,1,0,23,2,0,2,28,0,0,0,0,0,0,0
